gene,org,cluster
1563,MIT9311,GC_00000079
1563,MIT9211,GC_00000166
1563,"NATL1A",GC_00000191
1563,GP2,GC_00000246
1563,SS35,GC_00000258
1563,CCMP1375,GC_00000269
1563,LG,GC_00000310
1563,MIT9322,GC_00000406
1563,"NATL2A",GC_00000408
1563,SS2,GC_00000486
1563,MIT9301,GC_00000754
1563,MIT9201,GC_00000787
1563,MED4,GC_00000830
1563,MIT9321,GC_00000966
1563,MIT9312,GC_00001028
1563,MIT9202,GC_00001085
1563,EQPAC1,GC_00001178
1563,MIT9116,GC_00001276
1563,MIT9123,GC_00001311
1563,MIT9215,GC_00001340
1563,MIT9314,GC_00001380
1563,MIT9107,GC_00001467
1563,MIT9313,GC_00001825
1563,MIT9515,GC_00001932
1563,MIT9302,GC_00002126
1563,SS51,GC_00002261
1563,MIT9401,GC_00002802
1563,SB,GC_00002818
1563,PAC1,GC_00003463
1563,AS9601,GC_00003905
1563,MIT9303,GC_00004607
1564,EQPAC1,GC_00000026
1564,LG,GC_00000071
1564,MIT9311,GC_00000142
1564,GP2,GC_00000156
1564,MIT9322,GC_00000292
1564,SB,GC_00000366
1564,PAC1,GC_00000367
1564,SS35,GC_00000656
1564,"NATL2A",GC_00000672
1564,MIT9211,GC_00000722
1564,MIT9116,GC_00000768
1564,MIT9202,GC_00001087
1564,MIT9321,GC_00001095
1564,MIT9314,GC_00001158
1564,MIT9215,GC_00001240
1564,MIT9301,GC_00001290
1564,MIT9123,GC_00001550
1564,AS9601,GC_00001566
1564,MED4,GC_00001575
1564,MIT9312,GC_00001655
1564,MIT9201,GC_00001658
1564,MIT9107,GC_00001695
1564,MIT9313,GC_00002044
1564,MIT9302,GC_00002126
1564,MIT9303,GC_00002156
1564,SS51,GC_00002478
1564,SS2,GC_00002667
1564,MIT9401,GC_00002801
1564,CCMP1375,GC_00002881
1564,"NATL1A",GC_00003764
1564,MIT9515,GC_00005225
1565,CCMP1375,GC_00000133
1565,"NATL1A",GC_00000237
1565,PAC1,GC_00000288
1565,SS35,GC_00000439
1565,"NATL2A",GC_00000482
1565,MIT9211,GC_00000529
1565,MIT9116,GC_00000621
1565,MIT9311,GC_00000712
1565,SB,GC_00000713
1565,AS9601,GC_00000828
1565,MIT9515,GC_00000828
1565,MIT9301,GC_00000854
1565,MED4,GC_00000887
1565,MIT9215,GC_00001004
1565,MIT9312,GC_00001023
1565,MIT9202,GC_00001089
1565,MIT9107,GC_00001191
1565,MIT9123,GC_00001208
1565,MIT9322,GC_00001227
1565,MIT9321,GC_00001232
1565,EQPAC1,GC_00001294
1565,MIT9314,GC_00001365
1565,GP2,GC_00001401
1565,SS2,GC_00001769
1565,MIT9303,GC_00001797
1565,MIT9201,GC_00001919
1565,LG,GC_00002049
1565,SS51,GC_00002529
1565,MIT9401,GC_00002786
1565,MIT9313,GC_00005105
1565,MIT9302,GC_00006113
1566,MIT9301,GC_00000116
1566,MIT9211,GC_00000171
1566,MIT9311,GC_00000189
1566,PAC1,GC_00000217
1566,MIT9123,GC_00000328
1566,EQPAC1,GC_00000440
1566,"NATL2A",GC_00000557
1566,SS35,GC_00000624
1566,CCMP1375,GC_00000689
1566,SS2,GC_00000692
1566,GP2,GC_00000885
1566,MIT9107,GC_00000970
1566,MIT9202,GC_00000995
1566,MIT9215,GC_00001027
1566,MIT9116,GC_00001236
1566,MIT9322,GC_00001324
1566,MIT9314,GC_00001333
1566,SB,GC_00001490
1566,MIT9312,GC_00001497
1566,MIT9321,GC_00001564
1566,AS9601,GC_00001723
1566,LG,GC_00001900
1566,MIT9201,GC_00001965
1566,MIT9515,GC_00001965
1566,SS51,GC_00002530
1566,MED4,GC_00002965
1566,MIT9401,GC_00003230
1566,"NATL1A",GC_00003467
1566,MIT9313,GC_00004349
1566,MIT9303,GC_00005028
1566,MIT9302,GC_00007331
1567,EQPAC1,GC_00000013
1567,"NATL1A",GC_00000200
1567,SS35,GC_00000207
1567,MIT9215,GC_00000232
1567,MIT9211,GC_00000567
1567,CCMP1375,GC_00000760
1567,MIT9301,GC_00000799
1567,"NATL2A",GC_00000888
1567,MIT9107,GC_00000970
1567,MIT9311,GC_00000997
1567,MIT9322,GC_00001066
1567,SB,GC_00001102
1567,MIT9321,GC_00001390
1567,MIT9116,GC_00001486
1567,MIT9202,GC_00001538
1567,GP2,GC_00001556
1567,MIT9314,GC_00001557
1567,AS9601,GC_00001667
1567,MIT9312,GC_00001720
1567,MIT9401,GC_00001874
1567,LG,GC_00002222
1567,SS51,GC_00002545
1567,SS2,GC_00002641
1567,MIT9201,GC_00002938
1567,PAC1,GC_00003015
1567,MIT9123,GC_00003186
1567,MED4,GC_00004241
1567,MIT9303,GC_00004637
1567,MIT9302,GC_00005377
1567,MIT9313,GC_00006249
1567,MIT9515,GC_00006370
1568,MIT9301,GC_00000011
1568,MIT9211,GC_00000147
1568,LG,GC_00000213
1568,CCMP1375,GC_00000416
1568,"NATL1A",GC_00000417
1568,MIT9303,GC_00000445
1568,SS35,GC_00000461
1568,MIT9322,GC_00000548
1568,MIT9116,GC_00000568
1568,SS2,GC_00000660
1568,MIT9311,GC_00000809
1568,MED4,GC_00000831
1568,SB,GC_00000850
1568,MIT9123,GC_00000940
1568,MIT9215,GC_00000953
1568,MIT9314,GC_00001101
1568,MIT9202,GC_00001212
1568,MIT9321,GC_00001266
1568,GP2,GC_00001442
1568,AS9601,GC_00001575
1568,MIT9107,GC_00001589
1568,MIT9515,GC_00001595
1568,PAC1,GC_00001896
1568,MIT9401,GC_00002187
1568,SS51,GC_00002499
1568,EQPAC1,GC_00003274
1568,"NATL2A",GC_00003519
1568,MIT9312,GC_00004104
1568,MIT9313,GC_00005580
1568,MIT9201,GC_00006542
1568,MIT9302,GC_00007199
1569,PAC1,GC_00000005
1569,GP2,GC_00000084
1569,CCMP1375,GC_00000093
1569,SS35,GC_00000130
1569,MIT9301,GC_00000151
1569,MIT9314,GC_00000347
1569,SS2,GC_00000379
1569,MIT9116,GC_00000579
1569,MIT9311,GC_00000591
1569,MIT9322,GC_00000641
1569,MIT9211,GC_00000700
1569,MIT9123,GC_00000826
1569,AS9601,GC_00000830
1569,MED4,GC_00000897
1569,MIT9321,GC_00000914
1569,MIT9215,GC_00000967
1569,SB,GC_00001436
1569,MIT9202,GC_00001527
1569,MIT9312,GC_00001566
1569,MIT9107,GC_00001608
1569,MIT9303,GC_00001742
1569,LG,GC_00001937
1569,MIT9515,GC_00002180
1569,MIT9201,GC_00002186
1569,MIT9401,GC_00002200
1569,SS51,GC_00002441
1569,"NATL1A",GC_00003584
1569,"NATL2A",GC_00003698
1569,EQPAC1,GC_00004264
1569,MIT9313,GC_00004377
1569,MIT9302,GC_00006257
1570,MED4,GC_00000005
1570,SS35,GC_00000029
1570,MIT9322,GC_00000064
1570,"NATL1A",GC_00000264
1570,MIT9123,GC_00000319
1570,SS51,GC_00000328
1570,MIT9301,GC_00000387
1570,MIT9311,GC_00000534
1570,"NATL2A",GC_00000572
1570,MIT9211,GC_00000579
1570,LG,GC_00000633
1570,MIT9116,GC_00000700
1570,MIT9107,GC_00000815
1570,GP2,GC_00000827
1570,MIT9312,GC_00000828
1570,AS9601,GC_00000976
1570,MIT9215,GC_00001116
1570,SB,GC_00001170
1570,MIT9314,GC_00001432
1570,MIT9202,GC_00001530
1570,SS2,GC_00001770
1570,EQPAC1,GC_00001874
1570,CCMP1375,GC_00001893
1570,MIT9313,GC_00002160
1570,MIT9201,GC_00002362
1570,MIT9321,GC_00002792
1570,PAC1,GC_00003795
1570,MIT9401,GC_00004158
1570,MIT9303,GC_00004990
1570,MIT9515,GC_00005576
1570,MIT9302,GC_00005979
1571,MED4,GC_00000001
1571,MIT9314,GC_00000080
1571,MIT9116,GC_00000147
1571,SB,GC_00000160
1571,SS2,GC_00000172
1571,LG,GC_00000430
1571,MIT9211,GC_00000568
1571,MIT9322,GC_00000599
1571,"NATL1A",GC_00000628
1571,MIT9301,GC_00000685
1571,GP2,GC_00000694
1571,MIT9311,GC_00000769
1571,MIT9107,GC_00000804
1571,"NATL2A",GC_00000821
1571,MIT9215,GC_00001099
1571,MIT9321,GC_00001099
1571,SS51,GC_00001553
1571,AS9601,GC_00001922
1571,MIT9201,GC_00002182
1571,MIT9515,GC_00002200
1571,SS35,GC_00002215
1571,MIT9202,GC_00002375
1571,CCMP1375,GC_00002724
1571,MIT9312,GC_00003384
1571,EQPAC1,GC_00004027
1571,MIT9401,GC_00004132
1571,MIT9313,GC_00004471
1571,MIT9303,GC_00004705
1571,PAC1,GC_00004987
1571,MIT9123,GC_00006098
1571,MIT9302,GC_00006336
1572,MIT9301,GC_00000298
1572,SS2,GC_00000311
1572,PAC1,GC_00000517
1572,GP2,GC_00000564
1572,MIT9116,GC_00000567
1572,MIT9322,GC_00000662
1572,MIT9515,GC_00000781
1572,MIT9314,GC_00001009
1572,MIT9321,GC_00001116
1572,MIT9311,GC_00001186
1572,MIT9107,GC_00001243
1572,SB,GC_00001512
1572,MIT9215,GC_00001648
1572,"NATL1A",GC_00001771
1572,"NATL2A",GC_00001938
1572,MIT9313,GC_00001944
1572,MIT9312,GC_00001976
1572,MIT9211,GC_00002076
1572,CCMP1375,GC_00002083
1572,AS9601,GC_00002180
1572,MIT9201,GC_00002198
1572,SS51,GC_00002253
1572,SS35,GC_00002446
1572,LG,GC_00002761
1572,MIT9401,GC_00004020
1572,EQPAC1,GC_00004034
1572,MED4,GC_00004163
1572,MIT9303,GC_00004850
1572,MIT9202,GC_00005299
1572,MIT9123,GC_00005577
1572,MIT9302,GC_00006518
1573,MIT9202,GC_00000004
1573,MIT9311,GC_00000042
1573,MIT9322,GC_00000132
1573,MIT9116,GC_00000171
1573,CCMP1375,GC_00000282
1573,SS35,GC_00000519
1573,SS2,GC_00000538
1573,SB,GC_00000617
1573,MIT9211,GC_00000621
1573,"NATL2A",GC_00000782
1573,LG,GC_00000790
1573,SS51,GC_00000826
1573,MIT9314,GC_00000851
1573,MIT9215,GC_00000914
1573,MIT9515,GC_00000918
1573,MIT9321,GC_00000967
1573,"NATL1A",GC_00001013
1573,EQPAC1,GC_00001028
1573,MIT9107,GC_00001182
1573,MIT9301,GC_00001207
1573,AS9601,GC_00001595
1573,MIT9312,GC_00001595
1573,GP2,GC_00001619
1573,PAC1,GC_00001799
1573,MIT9201,GC_00002185
1573,MED4,GC_00002346
1573,MIT9123,GC_00003140
1573,MIT9401,GC_00004041
1573,MIT9313,GC_00004778
1573,MIT9303,GC_00004908
1573,MIT9302,GC_00006411
1574,MIT9312,GC_00000001
1574,LG,GC_00000009
1574,MIT9201,GC_00000017
1574,MIT9123,GC_00000025
1574,PAC1,GC_00000109
1574,"NATL2A",GC_00000134
1574,MIT9322,GC_00000188
1574,GP2,GC_00000230
1574,MIT9301,GC_00000289
1574,SS51,GC_00000319
1574,MIT9314,GC_00000330
1574,"NATL1A",GC_00000476
1574,MIT9116,GC_00000529
1574,SS2,GC_00000668
1574,CCMP1375,GC_00000758
1574,MIT9211,GC_00000768
1574,SB,GC_00000778
1574,MIT9321,GC_00000953
1574,MIT9202,GC_00001031
1574,MIT9311,GC_00001148
1574,MIT9215,GC_00001266
1574,MIT9515,GC_00001501
1574,MIT9107,GC_00001562
1574,AS9601,GC_00001625
1574,EQPAC1,GC_00001880
1574,SS35,GC_00002553
1574,MIT9401,GC_00004057
1574,MED4,GC_00004253
1574,MIT9303,GC_00005042
1574,MIT9313,GC_00005941
1574,MIT9302,GC_00006834
1575,AS9601,GC_00000040
1575,MIT9321,GC_00000232
1575,MIT9322,GC_00000235
1575,MIT9314,GC_00000497
1575,SS2,GC_00000655
1575,MIT9301,GC_00000686
1575,MIT9311,GC_00000707
1575,SB,GC_00000716
1575,MIT9116,GC_00000722
1575,MIT9515,GC_00000754
1575,MIT9202,GC_00000949
1575,MIT9107,GC_00001193
1575,MIT9215,GC_00001390
1575,MIT9312,GC_00001625
1575,LG,GC_00001738
1575,SS35,GC_00001741
1575,"NATL1A",GC_00001837
1575,GP2,GC_00001875
1575,CCMP1375,GC_00002060
1575,MIT9211,GC_00002115
1575,MIT9201,GC_00002197
1575,MED4,GC_00002372
1575,SS51,GC_00002576
1575,MIT9123,GC_00003231
1575,"NATL2A",GC_00003588
1575,EQPAC1,GC_00004032
1575,MIT9401,GC_00004161
1575,MIT9313,GC_00004438
1575,MIT9303,GC_00004525
1575,PAC1,GC_00006080
1575,MIT9302,GC_00006555
1576,EQPAC1,GC_00000001
1576,MIT9312,GC_00000025
1576,MIT9311,GC_00000137
1576,MIT9116,GC_00000166
1576,LG,GC_00000233
1576,SB,GC_00000425
1576,"NATL1A",GC_00000471
1576,"NATL2A",GC_00000643
1576,MIT9202,GC_00000855
1576,MIT9321,GC_00001027
1576,MIT9314,GC_00001071
1576,MIT9322,GC_00001245
1576,MIT9301,GC_00001286
1576,MIT9515,GC_00001290
1576,GP2,GC_00001427
1576,MIT9107,GC_00001506
1576,MIT9215,GC_00001564
1576,MIT9211,GC_00001821
1576,SS35,GC_00001849
1576,MED4,GC_00001971
1576,MIT9201,GC_00002179
1576,MIT9123,GC_00002364
1576,SS51,GC_00002524
1576,CCMP1375,GC_00002704
1576,SS2,GC_00002771
1576,MIT9303,GC_00003580
1576,MIT9401,GC_00004282
1576,MIT9302,GC_00004699
1576,MIT9313,GC_00004983
1576,AS9601,GC_00005370
1576,PAC1,GC_00007008
1577,MIT9322,GC_00000072
1577,MIT9116,GC_00000162
1577,MIT9211,GC_00000516
1577,MIT9311,GC_00000740
1577,MIT9202,GC_00000797
1577,MIT9515,GC_00000854
1577,MIT9321,GC_00001004
1577,MIT9301,GC_00001107
1577,MIT9107,GC_00001176
1577,MIT9215,GC_00001232
1577,GP2,GC_00001346
1577,SB,GC_00001450
1577,MIT9401,GC_00001563
1577,MIT9312,GC_00001575
1577,EQPAC1,GC_00001660
1577,CCMP1375,GC_00001817
1577,MIT9201,GC_00002189
1577,MIT9313,GC_00002381
1577,SS35,GC_00002444
1577,SS51,GC_00002457
1577,SS2,GC_00002467
1577,LG,GC_00002535
1577,MIT9123,GC_00002826
1577,MIT9314,GC_00002979
1577,PAC1,GC_00003007
1577,"NATL2A",GC_00003494
1577,"NATL1A",GC_00003661
1577,MED4,GC_00004231
1577,MIT9303,GC_00004713
1577,MIT9302,GC_00005417
1577,AS9601,GC_00007270
1578,MIT9107,GC_00000005
1578,MIT9515,GC_00000116
1578,"NATL1A",GC_00000180
1578,MIT9303,GC_00000403
1578,MIT9322,GC_00000571
1578,MIT9116,GC_00000603
1578,MIT9301,GC_00000625
1578,MIT9314,GC_00000683
1578,CCMP1375,GC_00000765
1578,MIT9312,GC_00000830
1578,AS9601,GC_00000959
1578,MED4,GC_00000997
1578,MIT9311,GC_00001030
1578,MIT9215,GC_00001095
1578,SB,GC_00001134
1578,MIT9202,GC_00001167
1578,MIT9321,GC_00001240
1578,GP2,GC_00001510
1578,EQPAC1,GC_00001579
1578,MIT9201,GC_00001652
1578,SS2,GC_00002054
1578,MIT9211,GC_00002065
1578,SS35,GC_00002226
1578,LG,GC_00002317
1578,SS51,GC_00002426
1578,MIT9401,GC_00002831
1578,MIT9123,GC_00003325
1578,"NATL2A",GC_00003853
1578,MIT9313,GC_00004992
1578,MIT9302,GC_00005744
1578,PAC1,GC_00007262
1579,MIT9116,GC_00000129
1579,MIT9211,GC_00000146
1579,CCMP1375,GC_00000223
1579,MIT9311,GC_00000299
1579,MIT9202,GC_00000601
1579,LG,GC_00000725
1579,MIT9301,GC_00000757
1579,AS9601,GC_00000781
1579,MIT9515,GC_00000799
1579,MIT9215,GC_00000924
1579,MIT9107,GC_00001185
1579,GP2,GC_00001241
1579,MIT9321,GC_00001340
1579,SB,GC_00001356
1579,MIT9314,GC_00001421
1579,MIT9322,GC_00001471
1579,EQPAC1,GC_00001718
1579,"NATL1A",GC_00001847
1579,MIT9401,GC_00001864
1579,MIT9201,GC_00002178
1579,SS2,GC_00002223
1579,MIT9312,GC_00002376
1579,SS51,GC_00002586
1579,SS35,GC_00002699
1579,MIT9123,GC_00003165
1579,PAC1,GC_00003622
1579,"NATL2A",GC_00003784
1579,MED4,GC_00004209
1579,MIT9303,GC_00004326
1579,MIT9302,GC_00004398
1579,MIT9313,GC_00004959
1580,MIT9303,GC_00000010
1580,MIT9515,GC_00000011
1580,GP2,GC_00000045
1580,MIT9116,GC_00000179
1580,MIT9322,GC_00000283
1580,MIT9314,GC_00000524
1580,CCMP1375,GC_00000613
1580,"NATL1A",GC_00000651
1580,MIT9107,GC_00000870
1580,AS9601,GC_00000918
1580,MIT9312,GC_00000976
1580,MIT9215,GC_00001057
1580,MIT9301,GC_00001174
1580,MIT9321,GC_00001359
1580,SB,GC_00001615
1580,EQPAC1,GC_00001633
1580,PAC1,GC_00001708
1580,SS2,GC_00001730
1580,LG,GC_00001844
1580,MIT9202,GC_00002110
1580,MIT9211,GC_00002219
1580,MIT9123,GC_00002342
1580,MED4,GC_00002377
1580,SS51,GC_00002404
1580,SS35,GC_00002738
1580,MIT9311,GC_00003374
1580,"NATL2A",GC_00003504
1580,MIT9313,GC_00003955
1580,MIT9401,GC_00004220
1580,MIT9201,GC_00004693
1580,MIT9302,GC_00005952
1581,MIT9312,GC_00000040
1581,GP2,GC_00000097
1581,LG,GC_00000097
1581,MIT9322,GC_00000139
1581,MIT9303,GC_00000148
1581,MIT9515,GC_00000151
1581,MIT9116,GC_00000155
1581,MIT9314,GC_00000201
1581,MIT9311,GC_00000319
1581,SB,GC_00000631
1581,SS2,GC_00000718
1581,MIT9313,GC_00000761
1581,CCMP1375,GC_00000793
1581,MIT9123,GC_00000845
1581,EQPAC1,GC_00000982
1581,MIT9301,GC_00001083
1581,MIT9201,GC_00001124
1581,MIT9321,GC_00001351
1581,MIT9202,GC_00001484
1581,AS9601,GC_00001501
1581,MIT9107,GC_00001541
1581,MIT9211,GC_00001765
1581,MIT9215,GC_00001885
1581,SS35,GC_00002014
1581,MED4,GC_00002209
1581,SS51,GC_00002721
1581,MIT9401,GC_00003175
1581,"NATL2A",GC_00003516
1581,"NATL1A",GC_00003545
1581,PAC1,GC_00006168
1581,MIT9302,GC_00006672
1582,LG,GC_00000045
1582,MIT9322,GC_00000167
1582,MIT9123,GC_00000299
1582,"NATL1A",GC_00000358
1582,MIT9116,GC_00000359
1582,CCMP1375,GC_00000371
1582,MIT9303,GC_00000375
1582,MIT9515,GC_00000387
1582,MIT9321,GC_00000424
1582,SS2,GC_00000457
1582,MIT9301,GC_00000526
1582,SB,GC_00000702
1582,AS9601,GC_00000754
1582,MIT9211,GC_00000759
1582,MIT9311,GC_00000826
1582,MIT9215,GC_00000915
1582,MIT9107,GC_00000988
1582,MIT9202,GC_00001491
1582,GP2,GC_00001498
1582,MIT9314,GC_00001601
1582,MIT9312,GC_00001969
1582,SS35,GC_00002095
1582,SS51,GC_00002595
1582,MIT9401,GC_00003204
1582,EQPAC1,GC_00003341
1582,"NATL2A",GC_00003709
1582,MED4,GC_00004112
1582,MIT9313,GC_00004391
1582,PAC1,GC_00004422
1582,MIT9302,GC_00005629
1582,MIT9201,GC_00006253
1583,MIT9215,GC_00000016
1583,MIT9314,GC_00000154
1583,MIT9301,GC_00000226
1583,"NATL1A",GC_00000362
1583,SS2,GC_00000569
1583,MIT9116,GC_00000612
1583,SB,GC_00000645
1583,MIT9515,GC_00000685
1583,GP2,GC_00000725
1583,MIT9322,GC_00000752
1583,MIT9211,GC_00000762
1583,MIT9107,GC_00000895
1583,MIT9311,GC_00000940
1583,PAC1,GC_00000954
1583,MIT9202,GC_00000977
1583,MIT9123,GC_00001030
1583,AS9601,GC_00001290
1583,MIT9321,GC_00001680
1583,MED4,GC_00001691
1583,CCMP1375,GC_00001782
1583,SS35,GC_00002327
1583,MIT9312,GC_00002367
1583,LG,GC_00002497
1583,SS51,GC_00002683
1583,MIT9201,GC_00002819
1583,MIT9401,GC_00003195
1583,EQPAC1,GC_00003382
1583,"NATL2A",GC_00003417
1583,MIT9303,GC_00004897
1583,MIT9313,GC_00006300
1583,MIT9302,GC_00007258
1584,PAC1,GC_00000027
1584,SB,GC_00000145
1584,MIT9301,GC_00000161
1584,MIT9116,GC_00000250
1584,MIT9515,GC_00000298
1584,MIT9314,GC_00000414
1584,MIT9303,GC_00000585
1584,CCMP1375,GC_00000589
1584,MIT9322,GC_00000627
1584,MIT9123,GC_00000740
1584,SS2,GC_00000792
1584,AS9601,GC_00000854
1584,MIT9107,GC_00000891
1584,MIT9312,GC_00000924
1584,MIT9321,GC_00001203
1584,MIT9215,GC_00001316
1584,MIT9202,GC_00001561
1584,GP2,GC_00001602
1584,MIT9211,GC_00001962
1584,LG,GC_00002079
1584,SS35,GC_00002287
1584,SS51,GC_00002706
1584,MIT9311,GC_00002825
1584,"NATL1A",GC_00003027
1584,EQPAC1,GC_00003302
1584,MIT9401,GC_00003398
1584,"NATL2A",GC_00003847
1584,MED4,GC_00004099
1584,MIT9313,GC_00004451
1584,MIT9302,GC_00006803
1584,MIT9201,GC_00006916
1585,AS9601,GC_00000116
1585,MIT9123,GC_00000137
1585,MIT9301,GC_00000228
1585,MIT9311,GC_00000328
1585,"NATL1A",GC_00000521
1585,MIT9116,GC_00000527
1585,MIT9312,GC_00000787
1585,PAC1,GC_00000794
1585,MIT9322,GC_00000807
1585,"NATL2A",GC_00000953
1585,MIT9321,GC_00000974
1585,SB,GC_00001060
1585,MIT9515,GC_00001207
1585,GP2,GC_00001209
1585,MIT9314,GC_00001441
1585,MIT9107,GC_00001460
1585,MIT9202,GC_00001681
1585,MIT9401,GC_00001687
1585,MIT9211,GC_00001816
1585,LG,GC_00001942
1585,MIT9303,GC_00001953
1585,CCMP1375,GC_00002170
1585,SS35,GC_00002256
1585,SS2,GC_00002550
1585,SS51,GC_00002672
1585,MED4,GC_00002835
1585,MIT9215,GC_00002996
1585,MIT9313,GC_00003028
1585,EQPAC1,GC_00004181
1585,MIT9201,GC_00005847
1585,MIT9302,GC_00006515
1586,EQPAC1,GC_00000001
1586,MIT9312,GC_00000013
1586,MIT9202,GC_00000027
1586,MIT9215,GC_00000034
1586,MIT9313,GC_00000122
1586,GP2,GC_00000233
1586,MIT9515,GC_00000289
1586,CCMP1375,GC_00000312
1586,MIT9301,GC_00000338
1586,"NATL1A",GC_00000372
1586,PAC1,GC_00000378
1586,MIT9116,GC_00000437
1586,SB,GC_00000545
1586,MIT9107,GC_00000605
1586,MIT9123,GC_00000707
1586,AS9601,GC_00000799
1586,"NATL2A",GC_00000833
1586,MIT9314,GC_00001072
1586,MIT9311,GC_00001208
1586,MIT9321,GC_00001481
1586,MIT9322,GC_00001496
1586,MIT9401,GC_00001628
1586,SS2,GC_00001790
1586,MIT9211,GC_00002050
1586,LG,GC_00002084
1586,MED4,GC_00002097
1586,SS35,GC_00002605
1586,SS51,GC_00002632
1586,MIT9303,GC_00004636
1586,MIT9302,GC_00005268
1586,MIT9201,GC_00005721
1587,EQPAC1,GC_00000001
1587,"NATL1A",GC_00000003
1587,AS9601,GC_00000011
1587,SB,GC_00000091
1587,MIT9301,GC_00000117
1587,MIT9314,GC_00000205
1587,LG,GC_00000230
1587,SS35,GC_00000242
1587,SS2,GC_00000261
1587,MIT9116,GC_00000296
1587,CCMP1375,GC_00000531
1587,MIT9211,GC_00000583
1587,MIT9515,GC_00000686
1587,MIT9322,GC_00000696
1587,MIT9215,GC_00000969
1587,GP2,GC_00001129
1587,MIT9123,GC_00001148
1587,MIT9321,GC_00001247
1587,MIT9107,GC_00001273
1587,MIT9312,GC_00001358
1587,MIT9311,GC_00001550
1587,MIT9202,GC_00001571
1587,MIT9401,GC_00001631
1587,MIT9303,GC_00002087
1587,MIT9313,GC_00002093
1587,SS51,GC_00002680
1587,MED4,GC_00002821
1587,PAC1,GC_00003609
1587,"NATL2A",GC_00003749
1587,MIT9302,GC_00006165
1587,MIT9201,GC_00006204
1588,MIT9215,GC_00000001
1588,MIT9322,GC_00000020
1588,MIT9123,GC_00000042
1588,MIT9313,GC_00000088
1588,"NATL1A",GC_00000096
1588,MIT9116,GC_00000115
1588,MIT9301,GC_00000141
1588,AS9601,GC_00000151
1588,MIT9211,GC_00000231
1588,PAC1,GC_00000253
1588,MIT9314,GC_00000383
1588,MIT9107,GC_00000456
1588,SB,GC_00000467
1588,CCMP1375,GC_00000518
1588,MIT9303,GC_00000664
1588,GP2,GC_00000790
1588,"NATL2A",GC_00000893
1588,EQPAC1,GC_00001026
1588,MIT9312,GC_00001263
1588,MIT9515,GC_00001286
1588,MIT9311,GC_00001311
1588,MIT9321,GC_00001378
1588,MIT9202,GC_00001537
1588,MIT9401,GC_00001622
1588,SS35,GC_00002043
1588,SS2,GC_00002096
1588,SS51,GC_00002251
1588,LG,GC_00002625
1588,MED4,GC_00004077
1588,MIT9302,GC_00005804
1588,MIT9201,GC_00006872
1589,MIT9215,GC_00000001
1589,MIT9211,GC_00000062
1589,MIT9302,GC_00000274
1589,MIT9314,GC_00000280
1589,CCMP1375,GC_00000386
1589,AS9601,GC_00000387
1589,MIT9313,GC_00000391
1589,PAC1,GC_00000528
1589,SS2,GC_00000553
1589,MIT9116,GC_00000558
1589,MIT9107,GC_00000560
1589,LG,GC_00000564
1589,SS35,GC_00000634
1589,MIT9322,GC_00000834
1589,MIT9202,GC_00000881
1589,MIT9311,GC_00001011
1589,MIT9515,GC_00001107
1589,MIT9123,GC_00001186
1589,MIT9321,GC_00001310
1589,MIT9301,GC_00001459
1589,SB,GC_00001521
1589,GP2,GC_00001524
1589,MIT9401,GC_00001627
1589,"NATL2A",GC_00001950
1589,SS51,GC_00002659
1589,MIT9312,GC_00002828
1589,"NATL1A",GC_00003069
1589,EQPAC1,GC_00003958
1589,MED4,GC_00004202
1589,MIT9303,GC_00005038
1589,MIT9201,GC_00007249
1590,MIT9215,GC_00000001
1590,"NATL2A",GC_00000001
1590,SS51,GC_00000002
1590,SS2,GC_00000262
1590,SB,GC_00000290
1590,MIT9302,GC_00000323
1590,MIT9107,GC_00000394
1590,GP2,GC_00000430
1590,MIT9313,GC_00000479
1590,MIT9116,GC_00000549
1590,MIT9515,GC_00000625
1590,MIT9303,GC_00000654
1590,PAC1,GC_00000674
1590,AS9601,GC_00000685
1590,LG,GC_00000694
1590,SS35,GC_00000698
1590,MIT9211,GC_00000741
1590,MIT9123,GC_00000769
1590,MIT9301,GC_00000776
1590,MIT9311,GC_00000860
1590,EQPAC1,GC_00000969
1590,MIT9322,GC_00001160
1590,MIT9321,GC_00001216
1590,MIT9314,GC_00001305
1590,MIT9202,GC_00001420
1590,MED4,GC_00001638
1590,"NATL1A",GC_00001706
1590,CCMP1375,GC_00001869
1590,MIT9401,GC_00002886
1590,MIT9312,GC_00004117
1590,MIT9201,GC_00006145
1591,"NATL2A",GC_00000001
1591,EQPAC1,GC_00000034
1591,MIT9107,GC_00000039
1591,PAC1,GC_00000056
1591,SS35,GC_00000058
1591,MIT9302,GC_00000291
1591,AS9601,GC_00000298
1591,MIT9313,GC_00000385
1591,MIT9123,GC_00000534
1591,MIT9116,GC_00000587
1591,GP2,GC_00000633
1591,MIT9321,GC_00000643
1591,CCMP1375,GC_00000756
1591,MIT9515,GC_00000757
1591,SS2,GC_00000823
1591,SB,GC_00000874
1591,MIT9314,GC_00000880
1591,MIT9301,GC_00000956
1591,MIT9215,GC_00000982
1591,MIT9322,GC_00001274
1591,MIT9311,GC_00001279
1591,MIT9202,GC_00001682
1591,"NATL1A",GC_00001704
1591,MED4,GC_00001719
1591,MIT9211,GC_00001775
1591,MIT9312,GC_00002085
1591,LG,GC_00002094
1591,SS51,GC_00002694
1591,MIT9401,GC_00003155
1591,MIT9201,GC_00003430
1591,MIT9303,GC_00004296
