V1	Cluster ID	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	Cluster Name	Types	Size	Organisms	Length	Identity
fig|1773.30351.peg.3667	UniRef90_G0TI88	99.242	264	2	0	1	264	1	264	0	536	Cluster: Berberine/berberine-like domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	32	Mycobacterium canettii (strain CIPT 140010059); Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis variant africanum; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman)	264	0.9
fig|1773.30351.peg.3667	UniRef90_UPI0005DB4740	99.524	210	1	0	55	264	1	210	5.48e-151	429	Cluster: BBE domain-containing protein	UniParc	1	Mycobacterium tuberculosis	210	0.9
fig|1773.30351.peg.3667	UniRef90_A0A2I7WCC0	93.013	229	16	0	36	264	1	229	7.74e-147	419	Cluster: Oxidoreductase	UniProtKB Unreviewed (TrEMBL); UniParc	26	Mycobacterium tuberculosis	229	0.9
fig|1773.30351.peg.3667	UniRef90_A0A655ETH0	98.98	196	2	0	1	196	1	196	5.5e-139	398	Cluster: Putative oxidoreductase	UniProtKB Unreviewed (TrEMBL); UniParc	4	Mycobacterium tuberculosis	196	0.9
fig|1773.30351.peg.3667	UniRef90_R4MBU2	99.405	168	1	0	97	264	1	168	1.46e-120	350	Cluster: Berberine/berberine-like domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium tuberculosis str. Haarlem/NITR202; Mycobacterium tuberculosis	168	0.9
fig|1773.30351.peg.3668	UniRef90_A0A655ETA1	99.091	110	1	0	14	123	1	110	3.78e-70	214	Cluster: Oxidoreductase	UniProtKB Unreviewed (TrEMBL); UniParc	34	Mycobacterium tuberculosis; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium bovis (strain BCG / Pasteur 1173P2)	110	0.9
fig|1773.30351.peg.3668	UniRef90_A0A1X2BEI3	90.244	123	12	0	1	123	138	260	6.83e-63	208	Cluster: Oxidoreductase	UniProtKB Unreviewed (TrEMBL); UniParc	9	Mycobacterium riyadhense; Mycobacterium simulans	482	0.9
fig|1773.30351.peg.3668	UniRef90_R4M729	98.947	95	1	0	29	123	1	95	2.84e-58	184	Cluster: Oxidoreductase	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium tuberculosis str. Haarlem/NITR202; Mycobacterium tuberculosis	95	0.9
fig|1773.30351.peg.3668	UniRef90_A0A1A3P1F1	80.488	123	24	0	1	123	140	262	3.3e-55	188	Cluster: Oxidoreductase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium asiaticum	479	0.9
fig|1773.30351.peg.3668	UniRef90_A0A1X1XRW4	82.927	123	21	0	1	123	137	259	5.07e-55	187	Cluster: Oxidoreductase	UniProtKB Unreviewed (TrEMBL); UniParc	7	Mycobacterium kubicae	476	0.9
fig|1773.30351.peg.3669	UniRef90_Q7D5N3	100	86	0	0	1	86	29	114	2.74e-53	170	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	14	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis variant africanum K85; Mycobacterium bovis (strain BCG / Pasteur 1173P2)	114	0.9
fig|1773.30351.peg.3669	UniRef90_G0TI90	98.837	86	1	0	1	86	1	86	2.09e-52	167	Cluster: Oxidoreductase	UniProtKB Unreviewed (TrEMBL); UniParc	20	Mycobacterium canettii (strain CIPT 140010059); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis T46; Mycobacterium tuberculosis; Mycobacterium canettii	86	0.9
fig|1773.30351.peg.3669	UniRef90_A0A1W9ZFB6	76.744	86	20	0	1	86	2	87	3.72e-33	128	Cluster: FAD-linked oxidoreductase	UniProtKB Unreviewed (TrEMBL); UniParc	5	Mycobacterium angelicum; Mycobacterium szulgai	478	0.9
fig|1773.30351.peg.3669	UniRef90_A0A1X2BEI3	79.07	86	16	1	1	86	5	88	4.85e-32	125	Cluster: Oxidoreductase	UniProtKB Unreviewed (TrEMBL); UniParc	9	Mycobacterium riyadhense; Mycobacterium simulans	482	0.9
fig|1773.30351.peg.3669	UniRef90_A0A1V3WK26	72.093	86	24	0	1	86	2	87	7.11e-30	115	Cluster: FAD binding domain protein	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium kansasii	256	0.9
fig|1773.30351.peg.3670	UniRef90_G0TI91	99.225	129	1	0	1	129	1	129	1.28e-85	254	Cluster: DUF732 domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	45	Mycobacterium canettii (strain CIPT 140010059); Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium canettii; Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	129	0.9
fig|1773.30351.peg.3670	UniRef90_A0A2I7WCD5	87.597	129	16	0	1	129	1	129	1.74e-72	221	Cluster: Lipoprotein LprJ	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	129	0.9
fig|1773.30351.peg.3670	UniRef90_A0A1X2EEV6	70.803	137	32	2	1	129	1	137	1.53e-56	181	Cluster: DUF732 domain-containing protein	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium szulgai; Mycobacterium angelicum	137	0.9
fig|1773.30351.peg.3670	UniRef90_A0A1X2BFR0	78.125	128	27	1	1	127	1	128	8.18e-55	177	Cluster: DUF732 domain-containing protein	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium riyadhense; Mycobacterium simulans	133	0.9
fig|1773.30351.peg.3670	UniRef90_A0A0Q2UDX8	60.839	143	42	2	1	129	1	143	4.67e-50	165	Cluster: DUF732 domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	9	Mycobacterium gordonae; Mycobacterium paragordonae; Mycobacterium sp	143	0.9
fig|1773.30351.peg.3740	UniRef90_A0A7U8TRL6	99.432	176	1	0	1	176	1	176	3.3e-125	358	Cluster: PPE family protein	UniProtKB Unreviewed (TrEMBL); UniParc	65	Mycobacterium tuberculosis T46; Mycobacterium tuberculosis; Mycobacterium tuberculosis complex	176	0.9
fig|1773.30351.peg.3740	UniRef90_P9WHY0	89.773	176	18	0	1	176	1	176	1.29e-110	322	Cluster: Uncharacterized PPE family protein PPE59	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	332	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium orygis 112400015; Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis T46; Mycobacterium tuberculosis EAI5	178	0.9
fig|1773.30351.peg.3740	UniRef90_UPI000C081DCD	88.636	176	20	0	1	176	1	176	3.92e-110	320	Cluster: PPE family protein	UniParc	1	Mycobacterium tuberculosis	178	0.9
fig|1773.30351.peg.3740	UniRef90_UPI00045A3598	97.452	157	4	0	20	176	1	157	7.46e-107	311	Cluster: PPE family protein	UniParc	1	Mycobacterium tuberculosis	157	0.9
fig|1773.30351.peg.3740	UniRef90_UPI000459E5CA	89.205	176	19	0	1	176	1	176	1.34e-102	301	Cluster: PPE family protein	UniParc	7	Mycobacterium tuberculosis	176	0.9
fig|1773.30351.peg.3743	UniRef90_A0A0E9A8Y1	100	44	0	0	1	44	1	44	2.01e-23	91.3	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL); UniParc	9	Mycobacterium tuberculosis; Mycobacterium tuberculosis variant africanum	44	0.9
fig|1773.30351.peg.3743	UniRef90_A0A2I7WCK7	97.727	44	1	0	1	44	1	44	1.2e-22	89.4	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	44	0.9
fig|1773.30351.peg.3743	UniRef90_UPI00061C545A	50	40	14	1	1	34	1	40	0.24	37	Cluster: hypothetical protein	UniParc	1	Mycobacterium tuberculosis	116	0.9
fig|1773.30351.peg.3743	UniRef90_A0A655IYE5	68.182	22	7	0	1	22	1	22	2.8	33.9	Cluster: PPE family protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	92	0.9
fig|1773.30351.peg.3743	UniRef90_UPI00045B3193	82.353	17	3	0	1	17	1	17	3.6	33.5	Cluster: PE/PPE C-terminal domain-containing protein	UniParc	2	Mycobacterium tuberculosis	107	0.9
fig|1773.30351.peg.3744	UniRef90_UPI0002A5ABD9	99.043	418	4	0	1	418	96	513	0	853	Cluster: IS21-like element ISMt2 family transposase	UniParc	3	Mycobacterium canettii	515	0.9
fig|1773.30351.peg.3744	UniRef90_Q50700	99.257	404	3	0	1	404	1	404	0	825	Cluster: Putative transposase Rv3428c	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	5	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis str. Haarlem/NITR202; Mycobacterium tuberculosis	410	0.9
fig|1773.30351.peg.3744	UniRef90_A0A498QR20	88.434	415	47	1	1	415	96	509	0	743	Cluster: Integrase catalytic domain-containing protein	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium pseudokansasii	512	0.9
fig|1773.30351.peg.3744	UniRef90_A0A1X0BAM1	84.652	417	63	1	1	417	11	426	0	724	Cluster: Integrase	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium aquaticum	430	0.9
fig|1773.30351.peg.3744	UniRef90_A0A1U5KYD8	82.734	417	70	1	1	417	96	510	0	718	Cluster: Transposase (Fragment1)	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacteroides abscessus subsp. massiliense; Mycobacteroides abscessus	514	0.9
fig|1773.30351.peg.3745	UniRef90_R4M785	100	65	0	0	1	65	28	92	2.87e-39	133	Cluster: Integrase catalytic domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	18	Mycobacterium tuberculosis str. Haarlem/NITR202; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis; Mycobacterium tuberculosis T46; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium orygis 112400015; Mycobacterium tuberculosis variant africanum	92	0.9
fig|1773.30351.peg.3745	UniRef90_A0A2I7WCK4	98.462	65	1	0	1	65	1	65	1.6e-38	130	Cluster: Integrase	UniProtKB Unreviewed (TrEMBL); UniParc	7	Mycobacterium tuberculosis	65	0.9
fig|1773.30351.peg.3745	UniRef90_UPI0002A5ABD9	96.923	65	2	0	1	65	1	65	4.91e-34	130	Cluster: IS21-like element ISMt2 family transposase	UniParc	3	Mycobacterium canettii	515	0.9
fig|1773.30351.peg.3745	UniRef90_UPI001E529ED1	89.231	65	7	0	1	65	1	65	1.43e-31	123	Cluster: IS21 family transposase	UniParc	1	Mycolicibacterium smegmatis	515	0.9
fig|1773.30351.peg.3745	UniRef90_A0A498QR20	89.062	64	7	0	1	64	1	64	9.78e-31	121	Cluster: Integrase catalytic domain-containing protein	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium pseudokansasii	512	0.9
fig|1773.30351.peg.3746	UniRef90_A0A0E8VNL4	98.99	99	1	0	1	99	1	99	2.18e-66	203	Cluster: PE domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	54	Mycobacterium tuberculosis; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis T46; Mycobacterium tuberculosis variant africanum K85; Mycobacterium orygis 112400015; Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis complex; Mycobacterium canettii	99	0.9
fig|1773.30351.peg.3746	UniRef90_UPI002044DE86	100	99	0	0	1	99	86	184	7.75e-66	205	Cluster: PE family protein	UniParc	46	Mycobacterium tuberculosis; Mycobacterium tuberculosis complex	184	0.9
fig|1773.30351.peg.3746	UniRef90_UPI001F429963	98.99	99	1	0	1	99	48	146	1.34e-65	203	Cluster: PE family protein	UniParc	15	Mycobacterium tuberculosis	146	0.9
fig|1773.30351.peg.3746	UniRef90_UPI000459BD5A	95.876	97	4	0	3	99	50	146	2.15e-61	192	Cluster: PE family protein	UniParc	2	Mycobacterium tuberculosis	146	0.9
fig|1773.30351.peg.3746	UniRef90_UPI001E47B4FB	95.876	97	4	0	1	97	38	134	1.82e-60	190	Cluster: PE family protein	UniParc	2	Mycobacterium tuberculosis	136	0.9
fig|1773.30351.peg.3749	UniRef90_UPI000459D8D6	100	41	0	0	1	41	34	74	4.59e-21	85.9	Cluster: hypothetical protein	UniParc	3	Mycobacterium tuberculosis	74	0.9
fig|1773.30351.peg.3749	UniRef90_A0A0H3LEP4	97.561	41	1	0	1	41	1	41	3.84e-20	82.8	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman)	41	0.9
fig|1773.30351.peg.3749	UniRef90_A0A924RDP6	66.667	27	9	0	1	27	476	502	0.086	38.5	Cluster: IS1634 family transposase	UniProtKB Unreviewed (TrEMBL)	1	Aeromicrobium sp	503	0.9
fig|1773.30351.peg.3749	UniRef90_E6TAQ7	56.25	32	14	0	1	32	441	472	0.094	38.5	Cluster: Transposase	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycolicibacterium gilvum (strain DSM 45189 / LMG 24558 / Spyr1); Mycolicibacterium gilvum	473	0.9
fig|1773.30351.peg.3749	UniRef90_A0A498QYJ7	60.714	28	11	0	1	28	469	496	0.42	36.6	Cluster: Transposase IS4-like domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	10	Mycobacterium pseudokansasii	503	0.9
fig|1773.30351.peg.3788	UniRef90_A0A109SAL4	98.746	319	4	0	1	319	1	319	0	646	Cluster: HNH nuclease domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	56	Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant africanum K85; Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium orygis 112400015; Mycobacterium tuberculosis; Pseudochrobactrum asaccharolyticum	319	0.9
fig|1773.30351.peg.3788	UniRef90_A5TYG7	98.738	317	4	0	3	319	1	317	0	642	Cluster: HNH nuclease domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	163	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis; Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium tuberculosis variant bovis BCG	317	0.9
fig|1773.30351.peg.3788	UniRef90_R4MDH3	97.368	304	8	0	1	304	1	304	0	602	Cluster: Recombinase domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	8	Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis	584	0.9
fig|1773.30351.peg.3788	UniRef90_UPI00045B4520	98.955	287	3	0	33	319	1	287	0	586	Cluster: HNH endonuclease signature motif containing protein	UniParc	19	Mycobacterium tuberculosis; Faecalibacterium sp. Marseille-Q4137	287	0.9
fig|1773.30351.peg.3788	UniRef90_G0TMA9	87.774	319	29	2	1	319	184	492	0	569	Cluster: HNH nuclease domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	46	Mycobacterium canettii (strain CIPT 140010059); Mycobacterium canettii; Mycobacterium tuberculosis	492	0.9
fig|1773.30351.peg.3789	UniRef90_A0A1R3Y5Y1	99.725	364	1	0	1	364	1	364	0	734	Cluster: Possible dtdp-glucose 4,6-dehydratase	UniProtKB Unreviewed (TrEMBL); UniParc	102	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis T46	364	0.9
fig|1773.30351.peg.3789	UniRef90_UPI0004B60EE9	99.176	364	3	0	1	364	1	364	0	728	Cluster: NAD(P)-dependent oxidoreductase	UniParc	9	Mycobacterium tuberculosis; Mycobacterium orygis	466	0.9
fig|1773.30351.peg.3789	UniRef90_R4MJC3	96.084	332	5	2	36	364	1	327	0	637	Cluster: dTDP-glucose-4,6-dehydratase-like protein	UniProtKB Unreviewed (TrEMBL); UniParc	4	Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis	327	0.9
fig|1773.30351.peg.3789	UniRef90_A0A7Z7NCS1	83.954	349	56	0	13	361	15	363	0	613	Cluster: 3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase	UniProtKB Unreviewed (TrEMBL); UniParc	11	Mycobacterium simulans; Mycobacterium riyadhense	369	0.9
fig|1773.30351.peg.3789	UniRef90_A0A7I7NGL5	80.501	359	66	1	4	362	11	365	0	568	Cluster: dTDP-glucose 4,6-dehydratase	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium lacus	382	0.9
fig|1773.30351.peg.3790	UniRef90_O06334	100	336	0	0	1	336	1	336	0	678	Cluster: Oxaloacetate decarboxylase	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	65	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis T46; Mycobacterium tuberculosis EAI5	336	0.9
fig|1773.30351.peg.3790	UniRef90_A0A7Z7NCY1	81.845	336	61	0	1	336	1	336	0	563	Cluster: 4-hydroxy-2-oxovalerate aldolase	UniProtKB Unreviewed (TrEMBL); UniParc	4	Mycobacterium simulans; Mycobacterium riyadhense	337	0.9
fig|1773.30351.peg.3790	UniRef90_A0A1X1XW04	79.762	336	68	0	1	336	1	336	0	556	Cluster: 4-hyroxy-2-oxovalerate aldolase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium lacus	336	0.9
fig|1773.30351.peg.3790	UniRef90_A0A498QG97	78.963	328	69	0	8	335	3	330	0	536	Cluster: 4-hydroxy-2-oxovalerate aldolase	UniProtKB Unreviewed (TrEMBL); UniParc	7	Mycobacterium innocens; Mycobacterium ostraviense; Mycobacterium gastri; Mycobacterium persicum	346	0.9
fig|1773.30351.peg.3790	UniRef90_A0A1A2D526	77.204	329	75	0	8	336	3	331	0	525	Cluster: 4-hyroxy-2-oxovalerate aldolase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium sp. 852002-51163_SCH5372311	331	0.9
fig|1773.30351.peg.3805	UniRef90_A0A0U0RG09	100	39	0	0	1	39	27	65	6.82e-19	80.1	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	65	0.9
fig|1773.30351.peg.3805	UniRef90_A0A0H3LJB3	97.436	39	1	0	1	39	1	39	1.13e-18	79	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman)	39	0.9
fig|1773.30351.peg.3805	UniRef90_UPI0019D48331	96.875	32	1	0	1	32	5	36	5.58e-13	65.1	Cluster: hypothetical protein	UniParc	1	Mycobacterium tuberculosis	65	0.9
fig|1773.30351.peg.3805	UniRef90_UPI002358664D	32.432	37	25	0	2	38	4	40	7.7	31.6	Cluster: transposase	UniParc	1	Clostridioides difficile	51	0.9
fig|1773.30351.peg.3806	UniRef90_O06349	99.387	163	1	0	1	163	1	163	1.24e-109	318	Cluster: Uncharacterized membrane protein Rv3486	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	46	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium tuberculosis variant africanum; Mycobacterium canettii; Mycobacterium canettii (strain CIPT 140010059); Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	163	0.9
fig|1773.30351.peg.3806	UniRef90_A0A120IQG6	99.315	146	1	0	18	163	64	209	5.37e-96	285	Cluster: DoxX family protein	UniProtKB Unreviewed (TrEMBL); UniParc	9	Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis; Klebsiella pneumoniae	209	0.9
fig|1773.30351.peg.3806	UniRef90_A0A1X2LYC0	88.158	152	18	0	10	161	2	153	3.76e-88	263	Cluster: DoxX family protein	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium decipiens; Mycobacterium angelicum	153	0.9
fig|1773.30351.peg.3806	UniRef90_A0A498PKP7	81.699	153	28	0	3	155	1	153	2.57e-84	253	Cluster: Putative membrane protein	UniProtKB Unreviewed (TrEMBL); UniParc	10	Mycobacterium persicum; Mycobacterium kansasii 662; Mycobacterium kansasii; Mycobacterium kansasii 824; Mycobacterium kansasii ATCC 12478; Mycobacterium simulans	155	0.9
fig|1773.30351.peg.3806	UniRef90_A0A7I7MVA9	83.23	161	27	0	1	161	4	164	1.16e-79	242	Cluster: Putative membrane protein	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium shinjukuense	164	0.9
fig|1773.30351.peg.3833	UniRef90_UPI002235017F	99.913	1153	1	0	755	1907	1	1153	0	1612	Cluster: hypothetical protein	UniParc	12	Mycobacterium tuberculosis	1153	0.9
fig|1773.30351.peg.3833	UniRef90_UPI0004ADF474	99.643	1122	4	0	786	1907	1	1122	0	1564	Cluster: hypothetical protein	UniParc	1	Mycobacterium tuberculosis	1122	0.9
fig|1773.30351.peg.3833	UniRef90_UPI001C031B08	99.733	1122	2	1	786	1907	1	1121	0	1564	Cluster: hypothetical protein	UniParc	3	Mycobacterium tuberculosis	1121	0.9
fig|1773.30351.peg.3833	UniRef90_UPI000459B5EE	97.904	1145	1	1	786	1907	1	1145	0	1559	Cluster: hypothetical protein	UniParc	5	Mycobacterium tuberculosis	1145	0.9
fig|1773.30351.peg.3833	UniRef90_UPI000459B7C4	97.78	1126	3	1	804	1907	1	1126	0	1507	Cluster: hypothetical protein	UniParc	1	Mycobacterium tuberculosis	1126	0.9
fig|1773.30351.peg.3835	UniRef90_UPI0012DEC1EF	100	989	0	0	1	989	1	989	0	1509	Cluster: PE family protein	UniParc	8	Mycobacterium tuberculosis	989	0.9
fig|1773.30351.peg.3835	UniRef90_UPI000BBA42D6	99.697	989	0	1	1	989	1	986	0	1499	Cluster: PE family protein	UniParc	9	Mycobacterium tuberculosis	986	0.9
